ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
800
ITEM: BOX BOUNDS ff ff ff
0.0000000000000000e+00 4.0000000000000000e+02
0.0000000000000000e+00 4.0000000000000000e+02
0.0000000000000000e+00 8.0000000000000000e+02
ITEM: ATOMS x y z type
115.215 262.469 0 1
119.022 261.181 0 1
121.575 262.457 0 1
280.569 259.895 0 1
283.118 258.612 0 1
281.831 262.451 0 1
284.374 261.162 0 1
286.916 259.894 0 1
290.627 261.135 0 1
289.428 258.583 0 1
288.144 262.457 0 1
111.467 263.726 0 1
116.522 266.289 0 1
113.993 265.023 0 1
120.313 265.015 0 1
117.764 263.737 0 1
122.871 266.281 0 1
276.724 265.001 0 1
283.079 265.008 0 1
280.533 266.272 0 1
279.277 263.724 0 1
286.784 266.254 0 1
285.595 263.698 0 1
115.314 268.841 0 1
119.056 267.573 0 1
117.844 270.133 0 1
124.161 270.114 0 1
121.616 268.828 0 1
125.423 267.561 0 1
272.875 270.105 0 1
277.984 267.555 0 1
275.433 268.837 0 1
281.747 268.81 0 1
279.225 270.108 0 1
284.299 267.576 0 1
120.385 271.365 0 1
119.18 273.907 0 1
122.911 272.665 0 1
125.447 273.954 0 1
126.711 271.396 0 1
131.821 273.942 0 1
129.268 272.663 0 1
270.322 271.384 0 1
271.586 273.937 0 1
274.131 272.653 0 1
277.905 273.961 0 1
276.691 271.397 0 1
280.428 272.674 0 1
282.922 271.372 0 1
124.221 276.511 0 1
121.687 275.224 0 1
126.766 277.74 0 1
128.008 275.208 0 1
133.104 277.777 0 1
130.555 276.491 0 1
129.301 279.034 0 1
135.656 279.058 0 1
261.371 279.044 0 1
266.476 276.484 0 1
263.924 277.764 0 1
270.3 277.772 0 1
269.034 275.217 0 1
267.736 279.025 0 1
272.838 276.486 0 1
274.064 279.043 0 1
276.574 277.729 0 1
275.367 275.189 0 1
128.077 281.584 0 1
125.561 280.28 0 1
131.836 280.331 0 1
130.611 282.886 0 1
136.951 282.861 0 1
134.384 281.615 0 1
140.768 281.602 0 1
138.215 280.322 0 1
143.321 282.881 0 1
260.089 282.878 0 1
266.442 282.848 0 1
265.189 280.311 0 1
262.639 281.592 0 1
268.974 281.553 0 1
271.525 280.327 0 1
133.13 284.174 0 1
135.703 285.382 0 1
138.245 286.676 0 1
139.501 284.145 0 1
144.604 286.705 0 1
142.052 285.427 0 1
145.876 284.159 0 1
252.419 286.695 0 1
254.983 285.435 0 1
257.538 284.161 0 1
258.812 286.718 0 1
261.359 285.429 0 1
265.13 286.68 0 1
263.899 284.134 0 1
267.677 285.403 0 1
270.202 284.07 0 1
136.999 289.212 0 1
134.469 287.895 0 1
139.553 290.517 0 1
140.789 287.962 0 1
143.339 289.243 0 1
149.711 289.271 0 1
147.157 287.988 0 1
145.884 290.534 0 1
152.265 290.549 0 1
244.747 290.524 0 1
249.861 287.971 0 1
247.305 289.248 0 1
253.685 289.231 0 1
251.129 290.511 0 1
257.521 290.546 0 1
256.258 287.992 0 1
260.064 289.277 0 1
262.588 287.977 0 1
144.65 293.078 0 1
142.105 291.787 0 1
148.436 291.822 0 1
147.177 294.371 0 1
149.723 295.647 0 1
153.546 294.378 0 1
150.99 293.102 0 1
157.379 293.099 0 1
154.821 291.826 0 1
156.104 295.65 0 1
159.939 294.369 0 1
162.5 295.638 0 1
166.33 294.367 0 1
163.772 293.093 0 1
168.888 295.639 0 1
237.083 294.369 0 1
234.527 295.646 0 1
239.632 293.076 0 1
240.897 295.614 0 1
243.456 294.34 0 1
242.189 291.8 0 1
249.833 294.318 0 1
248.573 291.789 0 1
246.015 293.066 0 1
247.277 295.593 0 1
252.387 293.037 0 1
253.65 295.565 0 1
256.179 294.256 0 1
254.938 291.748 0 1
152.273 296.92 0 1
157.375 299.431 0 1
154.823 298.188 0 1
161.23 298.174 0 1
158.668 296.916 0 1
163.787 299.442 0 1
165.056 296.911 0 1
170.174 299.446 0 1
167.614 298.179 0 1
173.998 298.197 0 1
171.447 296.911 0 1
176.557 299.468 0 1
182.969 299.468 0 1
180.405 298.194 0 1
189.387 299.488 0 1
214.048 299.417 0 1
220.45 299.451 0 1
223.006 298.17 0 1
226.837 299.443 0 1
225.567 296.899 0 1
233.244 299.467 0 1
229.403 298.179 0 1
231.967 296.915 0 1
235.805 298.202 0 1
239.637 299.471 0 1
238.359 296.925 0 1
242.153 298.129 0 1
244.718 296.864 0 1
245.98 299.392 0 1
248.54 298.122 0 1
251.096 296.846 0 1
159.937 300.689 0 1
162.486 301.965 0 1
165.065 303.223 0 1
166.344 300.703 0 1
168.907 301.958 0 1
172.714 300.749 0 1
171.42 303.287 0 1
177.836 303.261 0 1
175.274 302.014 0 1
179.12 300.733 0 1
181.681 301.999 0 1
185.529 300.755 0 1
184.226 303.293 0 1
190.692 303.311 0 1
188.103 302.032 0 1
194.542 302.069 0 1
191.962 300.768 0 1
198.401 300.608 0 1
197.181 303.308 0 1
202.584 301.786 0 1
200.045 302.751 0 1
206.345 303.149 0 1
205.114 300.579 0 1
211.482 300.672 0 1
208.919 301.928 0 1
215.307 301.969 0 1
212.725 303.224 0 1
219.159 303.263 0 1
217.883 300.713 0 1
224.275 300.711 0 1
221.728 302.008 0 1
228.107 301.975 0 1
225.539 303.232 0 1
231.975 303.237 0 1
230.676 300.726 0 1
237.089 300.745 0 1
234.533 302.003 0 1
243.414 300.628 0 1
167.638 304.453 0 1
173.964 304.526 0 1
176.529 305.77 0 1
179.084 306.997 0 1
182.91 305.805 0 1
180.395 304.51 0 1
186.783 304.547 0 1
185.464 307.06 0 1
189.341 305.787 0 1
188.025 308.273 0 1
191.849 307.07 0 1
193.293 304.635 0 1
194.398 308.283 0 1
198.755 306.916 0 1
195.972 305.949 0 1
201.087 305.281 0 1
203.742 304.316 0 1
201.968 307.89 0 1
204.858 306.91 0 1
207.521 305.74 0 1
211.462 307.002 0 1
210.141 304.504 0 1
208.872 308.213 0 1
214.005 305.734 0 1
216.584 304.5 0 1
215.322 308.219 0 1
217.889 307.011 0 1
220.464 305.778 0 1
223.019 304.55 0 1
226.857 305.715 0 1
229.41 304.483 0 1
197.063 309.151 0 1
